x,fpeLow
1.99752,3.772
2.4938,12.87
3.00001,21.302
3.39703,30.399

x,fpeMean
1.99752,12.204
2.4938,27.293
2.99504,39.275
3.39703,63.683

x,fpeHigh
1.99752,20.414
2.49877,41.05
2.99504,57.027
3.402,96.746
